MovieID,rating_mean,rating_count,rating_std,Title,Genres,weighted_rating
m318,4.554557700942973,2227,0.7004430760926282,"Shawshank Redemption, The (1994)",Drama,3.749888867481273
m260,4.453694416583082,2991,0.8007806969749859,Star Wars: Episode IV - A New Hope (1977),Action,3.7178303525528023
m1198,4.477724741447892,2514,0.7256465441877039,Raiders of the Lost Ark (1981),Adventure,3.715975000070382
m527,4.510416666666667,2304,0.7638573637007731,Schindler's List (1993),War,3.6955890296919893
m858,4.524966261808367,2223,0.7807207696118679,"Godfather, The (1972)",Action,3.686978642231938
m2762,4.406262708418057,2459,0.8010224229107712,"Sixth Sense, The (1999)",Thriller,3.6095797867020423
m50,4.517106001121705,1783,0.7488218456658821,"Usual Suspects, The (1995)",Thriller,3.598063494542833
m593,4.3518231186966645,2578,0.83154167459831,"Silence of the Lambs, The (1991)",Thriller,3.5630400024584286
m2028,4.337353938937053,2653,0.8457747491732748,Saving Private Ryan (1998),Action,3.553018757924058
m2858,4.3173862310385065,3428,0.9751334567264237,American Beauty (1999),Drama,3.550301511091193
m1196,4.292976588628763,2990,0.844432003945722,Star Wars: Episode V - The Empire Strikes Back (1980),Action,3.5502968976790905
m2571,4.315830115830116,2590,0.9309184185882262,"Matrix, The (1999)",Action,3.4870095669990944
m1197,4.3037100949094045,2318,0.8500395007663406,"Princess Bride, The (1987)",Adventure,3.4741845092682193
m1193,4.390724637681159,1725,0.7895237757414774,One Flew Over the Cuckoo's Nest (1975),Drama,3.455347842500046
m912,4.412822049131217,1669,0.8276420553546816,Casablanca (1942),War,3.4423488734240997
m608,4.254675686430561,2513,0.9495656819561784,Fargo (1996),Thriller,3.4133127061580604
m1617,4.219405594405594,2288,0.8441932088425477,L.A. Confidential (1997),Thriller,3.3966456846390036
m110,4.234957020057307,2443,0.9293500477516424,Braveheart (1995),Action,3.3951992069582175
m1221,4.357565011820331,1692,0.8688965275257146,"Godfather: Part II, The (1974)",Action,3.3834295434501676
m750,4.4498902706656915,1367,0.8055069807291353,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Sci-Fi,3.379847775189417
m296,4.278212805158913,2171,0.9799744813953991,Pulp Fiction (1994),Crime,3.3693614775974243
m541,4.273333333333333,1800,0.8750510189207749,Blade Runner (1982),Sci-Fi,3.3356637740213375
m1136,4.335209505941213,1599,0.8738760723048069,Monty Python and the Holy Grail (1974),Comedy,3.3353161963073163
m908,4.38403041825095,1315,0.7325154419820886,North by Northwest (1959),Drama,3.33359040770394
m1213,4.275196137598069,1657,0.872455084892143,GoodFellas (1990),Crime,3.3012646998026463
m1240,4.152049571020019,2098,0.8526365703225008,"Terminator, The (1984)",Action,3.3010769980017614
m1,4.146846413095811,2077,0.8523490842765862,Toy Story (1995),Comedy,3.2927995958845635
m904,4.476190476190476,1050,0.6889463376441249,Rear Window (1954),Mystery,3.286869462606061
m919,4.247962747380675,1718,0.8959781585395842,"Wizard of Oz, The (1939)",Adventure,3.2840638674917915
m2396,4.127479949345715,2369,0.9402551980931635,Shakespeare in Love (1998),Romance,3.283301189858255
m457,4.103258145363409,1995,0.7727586160396789,"Fugitive, The (1993)",Thriller,3.2739674911960006
m589,4.058512646281616,2649,0.9048231245063141,Terminator 2: Judgment Day (1991),Thriller,3.272670337373738
m1214,4.159584980237154,2024,0.9133096294144267,Alien (1979),Horror,3.26725937147006
m1210,4.022892819979188,2883,0.9273560638806971,Star Wars: Episode VI - Return of the Jedi (1983),Sci-Fi,3.254543979347581
m2997,4.125390450691656,2241,1.018526001525622,Being John Malkovich (1999),Comedy,3.227439084942675
m3114,4.218927444794953,1585,0.892955093156445,Toy Story 2 (1999),Comedy,3.2235528758429224
m1270,3.9903213317847466,2583,0.8651882735905329,Back to the Future (1985),Sci-Fi,3.221158981839156
m1259,4.0969187675070025,1785,0.7966553729159108,Stand by Me (1986),Adventure,3.212818192310425
m1225,4.251808972503618,1382,0.8234306283395819,Amadeus (1984),Drama,3.2126911181901003
m1304,4.215644820295983,1419,0.8046114818997785,Butch Cassidy and the Sundance Kid (1969),Western,3.203957061223829
m1704,4.176356589147287,1548,0.8319938323181119,Good Will Hunting (1997),Drama,3.2020857475630984
m1252,4.339240506329114,1185,0.818713412869183,Chinatown (1974),Mystery,3.200870985182326
m1291,4.133292383292384,1628,0.817778615555554,Indiana Jones and the Last Crusade (1989),Adventure,3.1947747689278745
m3578,4.106029106029106,1924,0.9347873477576896,Gladiator (2000),Drama,3.1910157060436135
m1200,4.125824175824176,1820,0.9243473140407271,Aliens (1986),Thriller,3.1905252523605756
m356,4.087967183226983,2194,1.0106641443142523,Forrest Gump (1994),War,3.190200986581352
m923,4.388888888888889,1116,0.8654930538186145,Citizen Kane (1941),Drama,3.1857201849148153
m913,4.395973154362416,1043,0.7747596291520621,"Maltese Falcon, The (1941)",Mystery,3.1845514273444437
m1148,4.507936507936508,882,0.7086657095592804,"Wrong Trousers, The (1993)",Animation,3.1804089699537723
m1036,4.121848739495798,1666,0.8609878766005158,Die Hard (1988),Thriller,3.176730063067571
m2804,4.238905325443787,1352,0.9006263055926301,"Christmas Story, A (1983)",Comedy,3.15815466133867
m1247,4.245836637589215,1261,0.833709744677911,"Graduate, The (1967)",Romance,3.1539489110578645
m1234,4.320305052430887,1049,0.7594050895670419,"Sting, The (1973)",Crime,3.1342226078086317
m2324,4.329861111111111,1152,0.9239795967456418,Life Is Beautiful (La Vita è bella) (1997),Comedy,3.133709764118852
m1610,4.052058111380146,1652,0.8249306644216554,"Hunt for Red October, The (1990)",Action,3.12848815005553
m1207,4.425646551724138,928,0.788858235773545,To Kill a Mockingbird (1962),Drama,3.1229683803595836
m1387,4.089569829110195,1697,0.94556605101126,Jaws (1975),Action,3.120504968780503
m1097,3.9651828999559275,2269,0.9475321722319995,E.T. the Extra-Terrestrial (1982),Sci-Fi,3.120272072724946
m1265,3.953028972783143,2278,0.9291961051807589,Groundhog Day (1993),Comedy,3.1189134723604752
m2918,4.11744738628649,1473,0.8623627813705966,Ferris Bueller's Day Off (1986),Comedy,3.1154419494548087
m1250,4.386993603411514,938,0.7538738956523299,"Bridge on the River Kwai, The (1957)",Drama,3.1140550459510874
m1278,4.250628667225482,1193,0.8728098325378878,Young Frankenstein (1974),Comedy,3.1105358148830566
m1219,4.218527315914489,1263,0.8900250449687547,Psycho (1960),Thriller,3.109128499877373
m1307,4.073341836734694,1568,0.881116397776031,When Harry Met Sally... (1989),Romance,3.0993190764288014
m2716,3.9055479138010085,2181,0.8842513212848717,Ghostbusters (1984),Comedy,3.0820341638323665
m1208,4.243197278911564,1176,0.9153283695082501,Apocalypse Now (1979),War,3.0789269540456505
m1358,4.208156329651657,1177,0.8611028066192042,Sling Blade (1996),Drama,3.0729659945042487
m111,4.183870967741935,1240,0.884845699719571,Taxi Driver (1976),Drama,3.0726731320782177
m924,4.068764568764569,1716,1.0425036529459768,2001: A Space Odyssey (1968),Thriller,3.065393666533147
m1233,4.302697302697303,1001,0.8241860938421112,"Boat, The (Das Boot) (1981)",War,3.064386077302601
m1242,4.193345323741007,1112,0.7762396116210379,Glory (1989),Action,3.0620480179917555
m969,4.251655629139073,1057,0.820580219386211,"African Queen, The (1951)",Action,3.060032189466771
m1230,4.14167916041979,1334,0.9684531245104682,Annie Hall (1977),Romance,3.0420069378408705
m1961,4.053383458646617,1330,0.8188936058638342,Rain Man (1988),Drama,3.029232311077391
m1222,4.110845295055821,1254,0.8622584462227052,Full Metal Jacket (1987),Action,3.0280182186333846
m3147,4.154664484451718,1222,0.9174656241682336,"Green Mile, The (1999)",Thriller,3.02732187492409
m2692,4.224813432835821,1072,0.871169064757172,Run Lola Run (Lola rennt) (1998),Romance,3.027115567931436
m150,4.073541167066347,1251,0.8016154752148421,Apollo 13 (1995),Drama,3.020989185866912
m1204,4.401925391095066,831,0.8226880122568586,Lawrence of Arabia (1962),Adventure,3.0122681155133555
m2791,3.9711149624494513,1731,0.9838451603238979,Airplane! (1980),Comedy,3.009902956378567
m3471,4.0144727773949,1451,0.9000751201119966,Close Encounters of the Third Kind (1977),Sci-Fi,3.005420572475685
m3897,4.22635814889336,994,0.8115911395174272,Almost Famous (2000),Comedy,3.0047250248375397
m1089,4.13582208101668,1259,0.9911269397050105,Reservoir Dogs (1992),Thriller,2.997657315482516
m1276,4.253763440860215,930,0.7833794390246226,Cool Hand Luke (1967),Drama,2.9933837756914614
